cohort_month,cohort_date,channel,cac,arpu,weibull_shape,weibull_scale,months_since_signup,cohort_size,active_users,retention_rate,monthly_revenue
2024-03,2024-03-26,organic,20,15,1.3,25,5,800,707,0.8839040415281724,10605
2024-03,2024-03-26,organic,20,15,1.3,25,6,800,684,0.8552053727162591,10260
2024-03,2024-03-26,organic,20,15,1.3,25,7,800,660,0.8260337111920216,9900
2024-03,2024-03-26,organic,20,15,1.3,25,8,800,637,0.7966419032859896,9555
2024-03,2024-03-26,referral,25,14,1.25,23,0,400,400,1.0,5600
2024-03,2024-03-26,referral,25,14,1.25,23,1,400,392,0.9803421428919283,5488
2024-03,2024-03-26,referral,25,14,1.25,23,2,400,381,0.9538773433932785,5334
2024-03,2024-03-26,referral,25,14,1.25,23,3,400,369,0.9246069134312649,5166
2024-03,2024-03-26,referral,25,14,1.25,23,4,400,357,0.8937678940042687,4998
2024-03,2024-03-26,referral,25,14,1.25,23,5,400,344,0.8620512087542963,4816
2024-03,2024-03-26,referral,25,14,1.25,23,6,400,331,0.829911855789255,4634
2024-03,2024-03-26,referral,25,14,1.25,23,7,400,319,0.7976747940534463,4466
2024-03,2024-03-26,referral,25,14,1.25,23,8,400,306,0.7655829466320458,4284
2024-03,2024-03-26,paid_search,45,16,0.95,15,0,600,600,1.0,9600
2024-03,2024-03-26,paid_search,45,16,0.95,15,1,600,555,0.9265074697329793,8880
2024-03,2024-03-26,paid_search,45,16,0.95,15,2,600,517,0.8628918055711127,8272
2024-03,2024-03-26,paid_search,45,16,0.95,15,3,600,483,0.8051234354570241,7728
2024-03,2024-03-26,paid_search,45,16,0.95,15,4,600,451,0.7521003893411933,7216
2024-03,2024-03-26,paid_search,45,16,0.95,15,5,600,421,0.7031705809035692,6736
2024-03,2024-03-26,paid_search,45,16,0.95,15,6,600,394,0.6578672643021969,6304
2024-03,2024-03-26,paid_search,45,16,0.95,15,7,600,369,0.6158245894663834,5904
2024-03,2024-03-26,paid_search,45,16,0.95,15,8,600,346,0.5767407355598912,5536
2024-03,2024-03-26,paid_social,70,15,0.8,12,0,300,300,1.0,4500
2024-03,2024-03-26,paid_social,70,15,0.8,12,1,300,261,0.8719882594245796,3915
2024-03,2024-03-26,paid_social,70,15,0.8,12,2,300,236,0.7878127479632531,3540
2024-03,2024-03-26,paid_social,70,15,0.8,12,3,300,215,0.7190121825285037,3225
2024-03,2024-03-26,paid_social,70,15,0.8,12,4,300,198,0.6601794106798614,2970
2024-03,2024-03-26,paid_social,70,15,0.8,12,5,300,182,0.6087186382203646,2730
2024-03,2024-03-26,paid_social,70,15,0.8,12,6,300,168,0.5630712089955572,2520
2024-03,2024-03-26,paid_social,70,15,0.8,12,7,300,156,0.5221863456226461,2340
2024-03,2024-03-26,paid_social,70,15,0.8,12,8,300,145,0.48530332032355306,2175
2024-03,2024-03-26,direct,35,17,1.15,20,0,500,500,1.0,8500
2024-03,2024-03-26,direct,35,17,1.15,20,1,500,484,0.9686016715425795,8228
2024-03,2024-03-26,direct,35,17,1.15,20,2,500,465,0.9316532541382996,7905
2024-03,2024-03-26,direct,35,17,1.15,20,3,500,446,0.8932838571604103,7582
2024-03,2024-03-26,direct,35,17,1.15,20,4,500,427,0.8546160236659388,7259
2024-03,2024-03-26,direct,35,17,1.15,20,5,500,408,0.8162267366371271,6936
2024-03,2024-03-26,direct,35,17,1.15,20,6,500,389,0.7784645839057469,6613
2024-03,2024-03-26,direct,35,17,1.15,20,7,500,370,0.7415558036092865,6290
2024-03,2024-03-26,direct,35,17,1.15,20,8,500,352,0.7056517755332719,5984
2024-04,2024-04-25,organic,20,15,1.3,25,0,800,800,1.0,12000
2024-04,2024-04-25,organic,20,15,1.3,25,1,800,787,0.9848861467863002,11805
2024-04,2024-04-25,organic,20,15,1.3,25,2,800,770,0.963195605739541,11550
2024-04,2024-04-25,organic,20,15,1.3,25,3,800,750,0.9384519005412955,11250
2024-04,2024-04-25,organic,20,15,1.3,25,4,800,729,0.9118016569470183,10935
2024-04,2024-04-25,organic,20,15,1.3,25,5,800,707,0.8839040415281724,10605
2024-04,2024-04-25,organic,20,15,1.3,25,6,800,684,0.8552053727162591,10260
2024-04,2024-04-25,organic,20,15,1.3,25,7,800,660,0.8260337111920216,9900
2024-04,2024-04-25,referral,25,14,1.25,23,0,400,400,1.0,5600
2024-04,2024-04-25,referral,25,14,1.25,23,1,400,392,0.9803421428919283,5488
2024-04,2024-04-25,referral,25,14,1.25,23,2,400,381,0.9538773433932785,5334
2024-04,2024-04-25,referral,25,14,1.25,23,3,400,369,0.9246069134312649,5166
2024-04,2024-04-25,referral,25,14,1.25,23,4,400,357,0.8937678940042687,4998
2024-04,2024-04-25,referral,25,14,1.25,23,5,400,344,0.8620512087542963,4816
2024-04,2024-04-25,referral,25,14,1.25,23,6,400,331,0.829911855789255,4634
2024-04,2024-04-25,referral,25,14,1.25,23,7,400,319,0.7976747940534463,4466
2024-04,2024-04-25,paid_search,45,16,0.95,15,0,600,600,1.0,9600
2024-04,2024-04-25,paid_search,45,16,0.95,15,1,600,555,0.9265074697329793,8880
2024-04,2024-04-25,paid_search,45,16,0.95,15,2,600,517,0.8628918055711127,8272
2024-04,2024-04-25,paid_search,45,16,0.95,15,3,600,483,0.8051234354570241,7728
2024-04,2024-04-25,paid_search,45,16,0.95,15,4,600,451,0.7521003893411933,7216
2024-04,2024-04-25,paid_search,45,16,0.95,15,5,600,421,0.7031705809035692,6736
2024-04,2024-04-25,paid_search,45,16,0.95,15,6,600,394,0.6578672643021969,6304
2024-04,2024-04-25,paid_search,45,16,0.95,15,7,600,369,0.6158245894663834,5904
2024-04,2024-04-25,paid_social,70,15,0.8,12,0,300,300,1.0,4500
2024-04,2024-04-25,paid_social,70,15,0.8,12,1,300,261,0.8719882594245796,3915
2024-04,2024-04-25,paid_social,70,15,0.8,12,2,300,236,0.7878127479632531,3540
2024-04,2024-04-25,paid_social,70,15,0.8,12,3,300,215,0.7190121825285037,3225
2024-04,2024-04-25,paid_social,70,15,0.8,12,4,300,198,0.6601794106798614,2970
2024-04,2024-04-25,paid_social,70,15,0.8,12,5,300,182,0.6087186382203646,2730
2024-04,2024-04-25,paid_social,70,15,0.8,12,6,300,168,0.5630712089955572,2520
2024-04,2024-04-25,paid_social,70,15,0.8,12,7,300,156,0.5221863456226461,2340
2024-04,2024-04-25,direct,35,17,1.15,20,0,500,500,1.0,8500
2024-04,2024-04-25,direct,35,17,1.15,20,1,500,484,0.9686016715425795,8228
2024-04,2024-04-25,direct,35,17,1.15,20,2,500,465,0.9316532541382996,7905
2024-04,2024-04-25,direct,35,17,1.15,20,3,500,446,0.8932838571604103,7582
2024-04,2024-04-25,direct,35,17,1.15,20,4,500,427,0.8546160236659388,7259
2024-04,2024-04-25,direct,35,17,1.15,20,5,500,408,0.8162267366371271,6936
2024-04,2024-04-25,direct,35,17,1.15,20,6,500,389,0.7784645839057469,6613
2024-04,2024-04-25,direct,35,17,1.15,20,7,500,370,0.7415558036092865,6290
2024-05,2024-05-25,organic,20,15,1.3,25,0,800,800,1.0,12000
2024-05,2024-05-25,organic,20,15,1.3,25,1,800,787,0.9848861467863002,11805
2024-05,2024-05-25,organic,20,15,1.3,25,2,800,770,0.963195605739541,11550
2024-05,2024-05-25,organic,20,15,1.3,25,3,800,750,0.9384519005412955,11250
2024-05,2024-05-25,organic,20,15,1.3,25,4,800,729,0.9118016569470183,10935
2024-05,2024-05-25,organic,20,15,1.3,25,5,800,707,0.8839040415281724,10605
2024-05,2024-05-25,organic,20,15,1.3,25,6,800,684,0.8552053727162591,10260
2024-05,2024-05-25,referral,25,14,1.25,23,0,400,400,1.0,5600
2024-05,2024-05-25,referral,25,14,1.25,23,1,400,392,0.9803421428919283,5488
2024-05,2024-05-25,referral,25,14,1.25,23,2,400,381,0.9538773433932785,5334
2024-05,2024-05-25,referral,25,14,1.25,23,3,400,369,0.9246069134312649,5166
2024-05,2024-05-25,referral,25,14,1.25,23,4,400,357,0.8937678940042687,4998
2024-05,2024-05-25,referral,25,14,1.25,23,5,400,344,0.8620512087542963,4816
2024-05,2024-05-25,referral,25,14,1.25,23,6,400,331,0.829911855789255,4634
2024-05,2024-05-25,paid_search,45,16,0.95,15,0,600,600,1.0,9600
2024-05,2024-05-25,paid_search,45,16,0.95,15,1,600,555,0.9265074697329793,8880
2024-05,2024-05-25,paid_search,45,16,0.95,15,2,600,517,0.8628918055711127,8272
2024-05,2024-05-25,paid_search,45,16,0.95,15,3,600,483,0.8051234354570241,7728
2024-05,2024-05-25,paid_search,45,16,0.95,15,4,600,451,0.7521003893411933,7216
2024-05,2024-05-25,paid_search,45,16,0.95,15,5,600,421,0.7031705809035692,6736
2024-05,2024-05-25,paid_search,45,16,0.95,15,6,600,394,0.6578672643021969,6304
2024-05,2024-05-25,paid_social,70,15,0.8,12,0,300,300,1.0,4500
2024-05,2024-05-25,paid_social,70,15,0.8,12,1,300,261,0.8719882594245796,3915
2024-05,2024-05-25,paid_social,70,15,0.8,12,2,300,236,0.7878127479632531,3540
2024-05,2024-05-25,paid_social,70,15,0.8,12,3,300,215,0.7190121825285037,3225
2024-05,2024-05-25,paid_social,70,15,0.8,12,4,300,198,0.6601794106798614,2970
2024-05,2024-05-25,paid_social,70,15,0.8,12,5,300,182,0.6087186382203646,2730
2024-05,2024-05-25,paid_social,70,15,0.8,12,6,300,168,0.5630712089955572,2520
2024-05,2024-05-25,direct,35,17,1.15,20,0,500,500,1.0,8500
2024-05,2024-05-25,direct,35,17,1.15,20,1,500,484,0.9686016715425795,8228
2024-05,2024-05-25,direct,35,17,1.15,20,2,500,465,0.9316532541382996,7905
2024-05,2024-05-25,direct,35,17,1.15,20,3,500,446,0.8932838571604103,7582
2024-05,2024-05-25,direct,35,17,1.15,20,4,500,427,0.8546160236659388,7259
2024-05,2024-05-25,direct,35,17,1.15,20,5,500,408,0.8162267366371271,6936
2024-05,2024-05-25,direct,35,17,1.15,20,6,500,389,0.7784645839057469,6613
2024-06,2024-06-24,organic,20,15,1.3,25,0,800,800,1.0,12000
2024-06,2024-06-24,organic,20,15,1.3,25,1,800,787,0.9848861467863002,11805
2024-06,2024-06-24,organic,20,15,1.3,25,2,800,770,0.963195605739541,11550
2024-06,2024-06-24,organic,20,15,1.3,25,3,800,750,0.9384519005412955,11250
2024-06,2024-06-24,organic,20,15,1.3,25,4,800,729,0.9118016569470183,10935
2024-06,2024-06-24,organic,20,15,1.3,25,5,800,707,0.8839040415281724,10605
2024-06,2024-06-24,referral,25,14,1.25,23,0,400,400,1.0,5600
2024-06,2024-06-24,referral,25,14,1.25,23,1,400,392,0.9803421428919283,5488
2024-06,2024-06-24,referral,25,14,1.25,23,2,400,381,0.9538773433932785,5334
2024-06,2024-06-24,referral,25,14,1.25,23,3,400,369,0.9246069134312649,5166
2024-06,2024-06-24,referral,25,14,1.25,23,4,400,357,0.8937678940042687,4998
2024-06,2024-06-24,referral,25,14,1.25,23,5,400,344,0.8620512087542963,4816
2024-06,2024-06-24,paid_search,45,16,0.95,15,0,600,600,1.0,9600
2024-06,2024-06-24,paid_search,45,16,0.95,15,1,600,555,0.9265074697329793,8880
2024-06,2024-06-24,paid_search,45,16,0.95,15,2,600,517,0.8628918055711127,8272
2024-06,2024-06-24,paid_search,45,16,0.95,15,3,600,483,0.8051234354570241,7728
2024-06,2024-06-24,paid_search,45,16,0.95,15,4,600,451,0.7521003893411933,7216
2024-06,2024-06-24,paid_search,45,16,0.95,15,5,600,421,0.7031705809035692,6736
2024-06,2024-06-24,paid_social,70,15,0.8,12,0,300,300,1.0,4500
2024-06,2024-06-24,paid_social,70,15,0.8,12,1,300,261,0.8719882594245796,3915
2024-06,2024-06-24,paid_social,70,15,0.8,12,2,300,236,0.7878127479632531,3540
2024-06,2024-06-24,paid_social,70,15,0.8,12,3,300,215,0.7190121825285037,3225
2024-06,2024-06-24,paid_social,70,15,0.8,12,4,300,198,0.6601794106798614,2970
2024-06,2024-06-24,paid_social,70,15,0.8,12,5,300,182,0.6087186382203646,2730
2024-06,2024-06-24,direct,35,17,1.15,20,0,500,500,1.0,8500
2024-06,2024-06-24,direct,35,17,1.15,20,1,500,484,0.9686016715425795,8228
2024-06,2024-06-24,direct,35,17,1.15,20,2,500,465,0.9316532541382996,7905
2024-06,2024-06-24,direct,35,17,1.15,20,3,500,446,0.8932838571604103,7582
2024-06,2024-06-24,direct,35,17,1.15,20,4,500,427,0.8546160236659388,7259
2024-06,2024-06-24,direct,35,17,1.15,20,5,500,408,0.8162267366371271,6936
2024-07,2024-07-24,organic,20,15,1.3,25,0,800,800,1.0,12000
2024-07,2024-07-24,organic,20,15,1.3,25,1,800,787,0.9848861467863002,11805
2024-07,2024-07-24,organic,20,15,1.3,25,2,800,770,0.963195605739541,11550
2024-07,2024-07-24,organic,20,15,1.3,25,3,800,750,0.9384519005412955,11250
2024-07,2024-07-24,organic,20,15,1.3,25,4,800,729,0.9118016569470183,10935
2024-07,2024-07-24,referral,25,14,1.25,23,0,400,400,1.0,5600
2024-07,2024-07-24,referral,25,14,1.25,23,1,400,392,0.9803421428919283,5488
2024-07,2024-07-24,referral,25,14,1.25,23,2,400,381,0.9538773433932785,5334
2024-07,2024-07-24,referral,25,14,1.25,23,3,400,369,0.9246069134312649,5166
2024-07,2024-07-24,referral,25,14,1.25,23,4,400,357,0.8937678940042687,4998
2024-07,2024-07-24,paid_search,45,16,0.95,15,0,600,600,1.0,9600
2024-07,2024-07-24,paid_search,45,16,0.95,15,1,600,555,0.9265074697329793,8880
2024-07,2024-07-24,paid_search,45,16,0.95,15,2,600,517,0.8628918055711127,8272
2024-07,2024-07-24,paid_search,45,16,0.95,15,3,600,483,0.8051234354570241,7728
2024-07,2024-07-24,paid_search,45,16,0.95,15,4,600,451,0.7521003893411933,7216
2024-07,2024-07-24,paid_social,70,15,0.8,12,0,300,300,1.0,4500
2024-07,2024-07-24,paid_social,70,15,0.8,12,1,300,261,0.8719882594245796,3915
2024-07,2024-07-24,paid_social,70,15,0.8,12,2,300,236,0.7878127479632531,3540
2024-07,2024-07-24,paid_social,70,15,0.8,12,3,300,215,0.7190121825285037,3225
2024-07,2024-07-24,paid_social,70,15,0.8,12,4,300,198,0.6601794106798614,2970
2024-07,2024-07-24,direct,35,17,1.15,20,0,500,500,1.0,8500
2024-07,2024-07-24,direct,35,17,1.15,20,1,500,484,0.9686016715425795,8228
2024-07,2024-07-24,direct,35,17,1.15,20,2,500,465,0.9316532541382996,7905
2024-07,2024-07-24,direct,35,17,1.15,20,3,500,446,0.8932838571604103,7582
2024-07,2024-07-24,direct,35,17,1.15,20,4,500,427,0.8546160236659388,7259
2024-08,2024-08-23,organic,20,15,1.3,25,0,800,800,1.0,12000
2024-08,2024-08-23,organic,20,15,1.3,25,1,800,787,0.9848861467863002,11805
2024-08,2024-08-23,organic,20,15,1.3,25,2,800,770,0.963195605739541,11550
2024-08,2024-08-23,organic,20,15,1.3,25,3,800,750,0.9384519005412955,11250
2024-08,2024-08-23,referral,25,14,1.25,23,0,400,400,1.0,5600
2024-08,2024-08-23,referral,25,14,1.25,23,1,400,392,0.9803421428919283,5488
2024-08,2024-08-23,referral,25,14,1.25,23,2,400,381,0.9538773433932785,5334
2024-08,2024-08-23,referral,25,14,1.25,23,3,400,369,0.9246069134312649,5166
2024-08,2024-08-23,paid_search,45,16,0.95,15,0,600,600,1.0,9600
2024-08,2024-08-23,paid_search,45,16,0.95,15,1,600,555,0.9265074697329793,8880
2024-08,2024-08-23,paid_search,45,16,0.95,15,2,600,517,0.8628918055711127,8272
2024-08,2024-08-23,paid_search,45,16,0.95,15,3,600,483,0.8051234354570241,7728
2024-08,2024-08-23,paid_social,70,15,0.8,12,0,300,300,1.0,4500
2024-08,2024-08-23,paid_social,70,15,0.8,12,1,300,261,0.8719882594245796,3915
2024-08,2024-08-23,paid_social,70,15,0.8,12,2,300,236,0.7878127479632531,3540
2024-08,2024-08-23,paid_social,70,15,0.8,12,3,300,215,0.7190121825285037,3225
2024-08,2024-08-23,direct,35,17,1.15,20,0,500,500,1.0,8500
2024-08,2024-08-23,direct,35,17,1.15,20,1,500,484,0.9686016715425795,8228
2024-08,2024-08-23,direct,35,17,1.15,20,2,500,465,0.9316532541382996,7905
2024-08,2024-08-23,direct,35,17,1.15,20,3,500,446,0.8932838571604103,7582
2024-09,2024-09-22,organic,20,15,1.3,25,0,800,800,1.0,12000
2024-09,2024-09-22,organic,20,15,1.3,25,1,800,787,0.9848861467863002,11805
2024-09,2024-09-22,organic,20,15,1.3,25,2,800,770,0.963195605739541,11550
2024-09,2024-09-22,referral,25,14,1.25,23,0,400,400,1.0,5600
2024-09,2024-09-22,referral,25,14,1.25,23,1,400,392,0.9803421428919283,5488
2024-09,2024-09-22,referral,25,14,1.25,23,2,400,381,0.9538773433932785,5334
2024-09,2024-09-22,paid_search,45,16,0.95,15,0,600,600,1.0,9600
2024-09,2024-09-22,paid_search,45,16,0.95,15,1,600,555,0.9265074697329793,8880
2024-09,2024-09-22,paid_search,45,16,0.95,15,2,600,517,0.8628918055711127,8272
2024-09,2024-09-22,paid_social,70,15,0.8,12,0,300,300,1.0,4500
2024-09,2024-09-22,paid_social,70,15,0.8,12,1,300,261,0.8719882594245796,3915
2024-09,2024-09-22,paid_social,70,15,0.8,12,2,300,236,0.7878127479632531,3540
2024-09,2024-09-22,direct,35,17,1.15,20,0,500,500,1.0,8500
2024-09,2024-09-22,direct,35,17,1.15,20,1,500,484,0.9686016715425795,8228
2024-09,2024-09-22,direct,35,17,1.15,20,2,500,465,0.9316532541382996,7905
2024-10,2024-10-22,organic,20,15,1.3,25,0,800,800,1.0,12000
2024-10,2024-10-22,organic,20,15,1.3,25,1,800,787,0.9848861467863002,11805
2024-10,2024-10-22,referral,25,14,1.25,23,0,400,400,1.0,5600
2024-10,2024-10-22,referral,25,14,1.25,23,1,400,392,0.9803421428919283,5488
2024-10,2024-10-22,paid_search,45,16,0.95,15,0,600,600,1.0,9600
2024-10,2024-10-22,paid_search,45,16,0.95,15,1,600,555,0.9265074697329793,8880
2024-10,2024-10-22,paid_social,70,15,0.8,12,0,300,300,1.0,4500
2024-10,2024-10-22,paid_social,70,15,0.8,12,1,300,261,0.8719882594245796,3915
2024-10,2024-10-22,direct,35,17,1.15,20,0,500,500,1.0,8500
2024-10,2024-10-22,direct,35,17,1.15,20,1,500,484,0.9686016715425795,8228
2024-11,2024-11-21,organic,20,15,1.3,25,0,800,800,1.0,12000
2024-11,2024-11-21,referral,25,14,1.25,23,0,400,400,1.0,5600
2024-11,2024-11-21,paid_search,45,16,0.95,15,0,600,600,1.0,9600
2024-11,2024-11-21,paid_social,70,15,0.8,12,0,300,300,1.0,4500
2024-11,2024-11-21,direct,35,17,1.15,20,0,500,500,1.0,8500
